,df_index,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size,reason_none_worker,age
1661,27974,Kyeong-gi,1848.0,2,female,1963,4,3,non-religious,930,2,employed,55
1662,28016,Kyeong-gi,3982.0,3,female,1976,7,3,religious,246,2,employed,42
1663,28031,Kyeong-gi,6635.0,2,male,1953,4,1,non-religious,431,3,employed,65
1664,28045,Kyeong-gi,1524.0,1,female,1953,2,2,religious,441,1,employed,65
1665,28065,Kyeong-gi,1112.0,3,male,1957,4,1,religious,873,1,employed,61
1666,28081,Kyeong-gi,5063.0,3,male,1967,5,3,non-religious,0,0,employed,51
1667,28100,Kyeong-gi,788.0,1,male,1961,5,5,religious,0,0,no_intention_to_work,57
1668,28114,Kyeong-gi,6803.0,3,female,1943,5,2,religious,0,0,giving_up_economic_activities,75
1669,28136,Kyeong-gi,1331.0,1,female,1935,2,2,religious,941,3,employed,83
1670,28150,Kyeong-gi,16793.0,3,male,1960,5,1,non-religious,611,1,employed,58
1671,28164,Kyeong-gi,1861.0,1,female,1941,3,2,non-religious,0,0,no_intention_to_work,77
1672,28178,Kyeong-gi,1683.0,1,female,1952,3,2,non-religious,941,3,employed,66
1673,28192,Kyeong-gi,7426.0,4,male,1974,5,1,religious,611,1,employed,44
1674,28195,Kyeong-gi,545.0,1,female,1940,3,2,religious,941,3,employed,78
1675,28209,Kyeong-gi,1374.0,2,male,1955,4,1,religious,0,0,giving_up_economic_activities,63
1676,28220,Kyeong-gi,7895.0,4,male,1983,7,1,non-religious,311,10,employed,35
1677,28234,Kyeong-gi,1782.0,2,male,1964,5,5,non-religious,611,1,employed,54
1678,28259,Kyeong-gi,1321.0,1,female,1946,3,2,religious,0,0,no_intention_to_work,72
1679,28280,Kyeong-gi,1983.0,3,male,1940,4,1,non-religious,0,0,no_intention_to_work,78
1680,28294,Kyeong-gi,790.0,1,female,1942,2,2,religious,941,3,employed,76
1681,28318,Kyeong-gi,3097.0,2,male,1933,6,1,religious,611,1,employed,85
1682,28332,Kyeong-gi,680.0,1,female,1933,2,2,religious,941,3,employed,85
1683,28363,Kyeong-gi,1647.0,2,male,1961,3,5,non-religious,0,0,nursing,57
1684,28387,Kyeong-gi,2738.0,2,male,1940,4,1,religious,611,1,employed,78
1685,28401,Kyeong-gi,1771.0,2,male,1946,3,1,non-religious,611,1,employed,72
1686,28415,Kyeong-gi,802.0,1,female,1942,3,2,religious,941,3,employed,76
1687,28445,Seoul,4156.0,4,male,1956,7,1,non-religious,0,0,no_intention_to_work,62
1688,28459,Kyeong-gi,1529.0,2,male,1936,5,1,non-religious,0,0,no_intention_to_work,82
1689,28473,Kyeong-gi,1779.0,2,male,1949,2,1,non-religious,0,0,giving_up_economic_activities,69
1690,28479,Kyeong-gi,5003.0,2,male,1984,5,1,non-religious,285,2,employed,34
1691,28504,Kyeong-gi,2896.0,2,male,1937,4,1,religious,611,1,employed,81
1692,28518,Kyeong-gi,5980.0,3,male,1959,7,1,religious,235,4,employed,59
1693,28532,Kyeong-gi,969.0,1,female,1948,3,2,religious,611,1,employed,70
1694,28546,Kyeong-gi,3362.0,2,male,1938,2,1,non-religious,611,1,employed,80
1695,28572,Kyeong-gi,814.0,1,female,1928,3,2,religious,0,0,no_intention_to_work,90
1696,28588,Jeju,3014.0,3,male,1982,6,1,religious,330,2,employed,36
1697,28590,Jeju,6096.0,2,male,1983,5,1,non-religious,930,6,employed,35
1698,28604,Jeju,4875.0,2,male,1953,5,1,religious,611,1,employed,65
1699,28618,Jeju,4139.0,1,male,1953,7,5,non-religious,231,6,employed,65
1700,28642,Jeju,824.0,1,female,1936,4,2,non-religious,0,0,no_intention_to_work,82
1701,28657,Jeju,928.0,1,female,1927,3,2,religious,0,0,no_intention_to_work,91
1702,28671,Jeju,270.0,2,female,1932,2,2,religious,0,0,no_intention_to_work,86
1703,28697,Jeju,2277.0,2,male,1940,5,1,non-religious,0,0,no_intention_to_work,78
1704,28711,Jeju,3103.0,4,male,1968,6,1,religious,941,2,employed,50
1705,28725,Jeju,2785.0,2,male,1946,5,1,religious,0,0,no_intention_to_work,72
1706,28739,Jeju,1998.0,1,female,1949,3,2,religious,0,0,no_intention_to_work,69
1707,28753,Jeju,3457.0,3,female,1964,5,3,religious,722,1,employed,54
1708,28767,Jeju,2738.0,4,male,1979,7,1,non-religious,953,1,employed,39
1709,28781,Jeju,1973.0,3,female,1942,3,2,non-religious,0,0,no_intention_to_work,76
1710,28795,Jeju,4253.0,3,male,1951,3,1,non-religious,0,0,no_intention_to_work,67
1711,28810,Jeju,3150.0,4,male,1952,5,1,religious,0,0,no_intention_to_work,66
1712,28830,Jeju,2297.0,2,male,1943,4,1,non-religious,0,0,no_intention_to_work,75
1713,28843,Jeju,570.0,1,female,1942,2,2,non-religious,0,0,no_intention_to_work,76
1714,28857,Jeju,9248.0,3,male,1946,8,1,religious,0,0,no_intention_to_work,72
1715,28868,Jeju,1059.0,1,female,1957,3,2,non-religious,0,0,no_intention_to_work,61
1716,28895,Jeju,707.0,1,female,1939,3,2,religious,991,10,employed,79
1717,28915,Jeju,1266.0,2,male,1936,3,1,non-religious,0,0,no_intention_to_work,82
1718,28929,Jeju,1304.0,2,male,1942,5,1,non-religious,910,1,employed,76
1719,28952,Jeju,9090.0,5,male,1971,5,1,non-religious,751,1,employed,47
1720,28966,Jeju,3863.0,2,female,1960,3,3,non-religious,941,7,employed,58
1721,28969,Jeju,4945.0,3,male,1982,5,1,religious,521,1,employed,36
1722,28983,Jeju,991.0,1,female,1936,2,2,non-religious,0,0,no_intention_to_work,82
1723,28997,Jeju,2459.0,1,male,1960,4,3,non-religious,873,1,employed,58
1724,29011,Jeju,660.0,1,male,1943,7,4,non-religious,0,0,no_intention_to_work,75
1725,29025,Jeju,5570.0,4,male,1980,7,1,non-religious,254,1,employed,38
1726,29039,Jeju,754.0,1,female,1955,4,2,non-religious,0,0,no_intention_to_work,63
1727,29043,Chong-nam,8440.0,3,male,1981,7,1,religious,312,4,employed,37
1728,29062,Jeju,906.0,1,female,1942,3,2,non-religious,941,9,employed,76
1729,29091,Jeju,580.0,1,female,1956,4,2,religious,0,0,no_intention_to_work,62
1730,29105,Jeju,748.0,1,female,1952,5,3,non-religious,0,0,no_intention_to_work,66
1731,29119,Jeju,874.0,1,female,1938,2,2,non-religious,0,0,no_intention_to_work,80
1732,29133,Jeju,1488.0,1,male,1949,4,3,non-religious,0,0,no_intention_to_work,69
1733,29143,Jeju,4483.0,6,male,1976,5,1,non-religious,730,1,employed,42
1734,29157,Jeju,1077.0,1,female,1940,3,2,religious,0,0,no_intention_to_work,78
1735,29171,Jeju,5009.0,2,male,1959,3,1,religious,0,0,no_intention_to_work,59
1736,29185,Jeju,1194.0,1,female,1946,2,2,religious,0,0,no_intention_to_work,72
1737,29199,Jeju,2158.0,2,male,1942,5,1,non-religious,942,4,employed,76
1738,29215,Jeju,4878.0,2,female,1928,2,2,non-religious,0,0,no_intention_to_work,90
1739,29229,Jeju,1351.0,2,male,1939,3,1,religious,0,0,no_intention_to_work,79
1740,29243,Jeju,5170.0,2,male,1959,4,3,non-religious,0,0,no_intention_to_work,59
1741,29265,Jeju,1127.0,1,male,1945,3,1,non-religious,0,0,no_intention_to_work,73
1742,29280,Jeju,5049.0,4,female,1949,3,2,religious,0,0,no_intention_to_work,69
1743,29310,Jeju,2768.0,3,male,1974,7,1,religious,231,2,employed,44
1744,29345,Jeju,11063.0,4,male,1967,7,1,non-religious,312,9,employed,51
1745,29359,Jeju,6878.0,3,male,1955,7,1,non-religious,922,1,employed,63
1746,29387,Jeju,11971.0,4,male,1972,5,1,non-religious,613,1,employed,46
1747,29401,Jeju,2980.0,2,male,1967,5,5,non-religious,854,7,employed,51
1748,29434,Jeju,5977.0,5,male,1967,6,1,religious,910,1,employed,51
1749,29448,Jeju,8853.0,3,male,1975,7,1,religious,231,9,employed,43
1750,29462,Jeju,2216.0,2,male,1956,4,1,non-religious,941,6,employed,62
1751,29464,Jeju,3658.0,3,male,1986,7,1,non-religious,441,1,employed,32
1752,29478,Jeju,1502.0,2,male,1941,4,1,religious,799,1,employed,77
1753,29492,Jeju,6026.0,4,female,1980,7,3,religious,441,3,employed,38
1754,29506,Jeju,3559.0,4,male,1972,6,1,non-religious,312,3,employed,46
1755,29537,Jeju,5289.0,2,male,1965,5,3,non-religious,873,1,employed,53
1756,29551,Jeju,4880.0,3,female,1967,7,3,non-religious,531,4,employed,51
1757,29571,Jeju,2486.0,3,male,1971,5,1,religious,999,1,employed,47
1758,29585,Jeju,790.0,1,female,1948,4,2,religious,999,9,employed,70
1759,29599,Jeju,5056.0,4,male,1964,5,1,non-religious,873,4,employed,54
1760,29613,Jeju,4405.0,5,male,1964,6,1,non-religious,862,2,employed,54
1761,29627,Chong-nam,3606.0,2,male,1942,4,1,religious,0,0,no_intention_to_work,76
1762,29641,Jeju,10807.0,5,male,1963,7,1,religious,311,10,employed,55
1763,29655,Jeju,11624.0,3,male,1962,5,1,non-religious,854,10,employed,56
1764,29669,Jeju,8864.0,3,male,1957,8,1,non-religious,151,2,employed,61
1765,29683,Jeju,1241.0,4,male,1963,7,1,non-religious,311,10,employed,55
1766,29697,Jeju,5625.0,4,male,1965,7,1,non-religious,0,0,prepare_to_apply_job,53
1767,29711,Jeju,4303.0,2,male,1944,9,1,non-religious,0,0,no_intention_to_work,74
1768,29728,Jeju,1410.0,1,female,1948,4,2,non-religious,0,0,no_intention_to_work,70
1769,29742,Jeju,1280.0,1,female,1944,3,2,religious,999,9,employed,74
1770,29763,Jeju,8208.0,3,male,1976,7,1,religious,312,3,employed,42
1771,29777,Jeju,4496.0,3,female,1962,5,2,religious,247,5,employed,56
1772,29791,Jeju,5431.0,4,male,1975,6,1,non-religious,442,1,employed,43
1773,29813,Jeju,2894.0,2,male,1939,3,2,non-religious,0,0,no_intention_to_work,79
1774,29829,Jeju,4777.0,3,male,1970,5,1,non-religious,853,5,employed,48
1775,29835,Jeju,834.0,1,female,1940,2,2,religious,941,10,employed,78
1776,29852,Jeju,1908.0,2,male,1943,4,1,non-religious,423,1,employed,75
1777,29867,Jeju,11527.0,4,male,1976,7,1,non-religious,252,10,employed,42
1778,29881,Jeju,485.0,1,female,1942,3,2,religious,0,0,no_intention_to_work,76
1779,29897,Jeju,613.0,1,female,1937,2,2,religious,611,1,employed,81
1780,29911,Jeju,466.0,1,female,1922,3,2,non-religious,0,0,no_intention_to_work,96
1781,29925,Chong-nam,6234.0,4,male,1977,7,1,non-religious,521,1,employed,41
1782,29944,Jeju,5228.0,3,female,1957,5,3,religious,521,1,employed,61
1783,29969,Jeju,514.0,3,female,1942,4,2,non-religious,0,0,no_intention_to_work,76
1784,29983,Seoul,5521.0,4,male,1955,7,1,religious,0,0,giving_up_economic_activities,63
1785,30002,Jeju,1094.0,1,male,1946,4,2,non-religious,999,10,employed,72
1786,30028,Jeju,5773.0,3,male,1957,5,1,non-religious,799,1,employed,61
1787,30047,Jeju,3068.0,3,male,1948,3,1,non-religious,910,3,employed,70
1788,30061,Jeju,1532.0,1,female,1944,3,2,religious,0,0,no_intention_to_work,74
1789,30078,Jeju,3276.0,2,male,1952,7,1,religious,0,0,no_intention_to_work,66
1790,30103,Jeju,7785.0,2,male,1944,5,1,non-religious,0,0,no_intention_to_work,74
1791,30112,Kyeong-gi,2566.0,1,male,1980,7,5,non-religious,284,1,employed,38
1792,30126,Jeju,3759.0,2,male,1942,5,1,non-religious,873,7,employed,76
1793,30140,Jeju,5049.0,4,male,1962,5,1,non-religious,799,1,employed,56
1794,30154,Jeju,1566.0,2,male,1935,5,1,non-religious,0,0,no_intention_to_work,83
1795,30183,Jeju,5323.0,4,male,1958,5,1,non-religious,930,3,employed,60
1796,30197,Jeju,3309.0,3,male,1951,6,1,non-religious,0,0,no_intention_to_work,67
1797,30211,Jeju,8659.0,4,male,1974,8,1,religious,246,6,employed,44
1798,30225,Jeju,2177.0,2,female,1962,5,2,religious,951,3,employed,56
1799,30239,Kyoung-nam,6358.0,4,male,1983,5,1,religious,313,2,employed,35
1800,30253,Jeju,2769.0,2,male,1954,5,1,non-religious,873,1,employed,64
1801,30256,Jeju,3433.0,4,male,1979,5,1,non-religious,799,2,employed,39
1802,30270,Jeju,2037.0,1,female,1955,4,2,non-religious,951,1,employed,63
1803,30276,Jeju,6553.0,4,male,1976,7,1,non-religious,441,1,employed,42
1804,30280,Jeju,9156.0,3,male,1978,7,1,non-religious,312,2,employed,40
1805,30304,Jeju,2754.0,1,female,1957,3,2,religious,611,1,employed,61
1806,30311,Chong-nam,14276.0,4,male,1978,7,1,religious,235,5,employed,40
1807,30325,Jeju,2889.0,2,male,1970,5,3,non-religious,881,3,employed,48
1808,30339,Jeju,8329.0,3,male,1955,3,1,non-religious,783,1,employed,63
1809,30353,Jeju,4598.0,3,male,1951,4,1,non-religious,0,0,no_intention_to_work,67
1810,30364,Jeju,5143.0,4,male,1979,6,1,non-religious,762,8,employed,39
1811,30374,Jeju,4929.0,4,male,1977,6,1,non-religious,312,7,employed,41
1812,30388,Jeju,1712.0,1,female,1947,4,2,religious,951,1,employed,71
1813,30402,Jeju,4728.0,3,male,1952,3,1,non-religious,910,1,employed,66
1814,30416,Jeju,4698.0,5,male,1966,5,1,non-religious,922,1,employed,52
1815,30430,Jeju,1643.0,2,male,1942,4,1,non-religious,0,0,no_intention_to_work,76
1816,30444,Jeju,6153.0,5,male,1962,6,1,non-religious,0,0,no_intention_to_work,56
1817,30482,Jeju,5973.0,3,male,1952,5,3,non-religious,0,0,no_intention_to_work,66
1818,30496,Jeju,8184.0,4,male,1955,5,1,non-religious,722,1,employed,63
1819,30509,Jeju,6739.0,5,male,1979,5,1,non-religious,761,1,employed,39
1820,30523,Jeju,4623.0,3,female,1959,4,2,religious,421,3,employed,59
1821,30529,Jeju,6156.0,3,male,1980,6,1,religious,0,0,employed,38
1822,30543,Jeju,1063.0,1,female,1935,3,2,non-religious,0,0,no_intention_to_work,83
1823,30557,Jeju,13041.0,4,male,1956,5,1,religious,432,1,employed,62
1824,30574,Jeju,3677.0,2,male,1984,7,5,religious,248,1,employed,34
1825,30580,Kyeong-gi,6711.0,4,male,1980,6,1,non-religious,235,5,employed,38
1826,30594,Jeju,1824.0,1,male,1966,4,5,religious,0,0,no_intention_to_work,52
1827,30608,Jeju,904.0,1,female,1932,3,2,religious,0,0,no_intention_to_work,86
1828,30635,Jeju,876.0,1,female,1939,3,3,religious,0,0,no_intention_to_work,79
1829,30666,Jeju,734.0,1,male,1952,3,3,non-religious,0,0,giving_up_economic_activities,66
1830,30681,Jeju,4521.0,2,male,1978,6,5,non-religious,783,1,employed,40
1831,30695,Jeju,1340.0,2,female,1961,3,2,religious,0,0,no_intention_to_work,57
1832,30710,Jeju,1916.0,1,female,1948,4,2,religious,951,1,employed,70
1833,30724,Jeju,2021.0,2,female,1967,5,3,non-religious,0,0,no_intention_to_work,51
1834,30738,Jeju,2548.0,2,male,1975,5,5,religious,953,9,employed,43
1835,30753,Jeju,816.0,1,female,1953,3,3,religious,0,0,no_intention_to_work,65
1836,30767,Jeju,3373.0,3,female,1964,4,2,non-religious,0,0,other,54
1837,30781,Chong-nam,1209.0,2,male,1950,5,1,religious,0,0,no_intention_to_work,68
1838,30795,Jeju,2897.0,1,female,1960,5,3,religious,899,7,employed,58
1839,30802,Kyeong-gi,9403.0,2,female,1988,7,1,religious,313,8,employed,30
1840,30805,Seoul,6947.0,2,male,1988,7,1,religious,730,3,employed,30
1841,30820,Jeju,4872.0,3,male,1961,3,1,non-religious,910,1,employed,57
1842,30823,Jeju,3619.0,2,male,1994,5,1,non-religious,941,1,employed,24
1843,30837,Jeju,723.0,1,female,1931,2,2,religious,0,0,no_intention_to_work,87
1844,30847,Jeju,1764.0,3,male,1952,5,1,non-religious,0,0,no_intention_to_work,66
1845,30861,Jeju,1307.0,1,female,1933,4,2,religious,0,0,no_intention_to_work,85
1846,30887,Jeju,6386.0,4,male,1970,7,1,non-religious,311,10,employed,48
1847,30902,Jeju,2412.0,2,male,1967,5,1,non-religious,0,0,not_capable,51
1848,30916,Jeju,9698.0,2,male,1953,7,1,non-religious,510,3,employed,65
1849,30917,Jeju,6696.0,1,male,1986,7,5,religious,159,1,employed,32
1850,30931,Jeju,3637.0,4,male,1962,6,1,religious,873,1,employed,56
1851,30958,Jeju,10666.0,3,male,1955,5,1,non-religious,132,4,employed,63
1852,30971,Jeju,11987.0,4,male,1979,7,1,non-religious,311,10,employed,39
1853,30983,Jeju,7864.0,4,male,1978,5,1,non-religious,782,1,employed,40
1854,31013,Jeju,2484.0,2,male,1942,3,1,non-religious,0,0,no_intention_to_work,76
1855,31025,Jeju,2636.0,1,female,1975,6,3,non-religious,421,4,employed,43
1856,31036,Jeju,4454.0,3,female,1973,6,3,non-religious,254,1,employed,45
1857,31061,Jeju,8676.0,6,male,1976,7,1,non-religious,841,7,employed,42
1858,31075,Jeju,8909.0,4,male,1963,5,1,non-religious,854,10,employed,55
1859,31089,Jeju,6869.0,5,male,1974,6,1,non-religious,864,9,employed,44
1860,31104,Jeju,6902.0,5,male,1971,5,1,non-religious,852,7,employed,47
1861,31129,Jeju,873.0,2,female,1941,3,2,religious,0,0,no_intention_to_work,77
1862,31143,Chong-nam,2342.0,3,male,1962,5,1,religious,248,1,employed,56
1863,31159,Kyeong-gi,3450.0,2,female,1942,4,2,religious,0,0,house_worker,76
1864,31173,Chong-nam,1793.0,2,male,1954,4,1,non-religious,941,3,employed,64
1865,31187,Jeju,5762.0,2,male,1958,6,1,non-religious,0,0,no_intention_to_work,60
1866,31202,Jeju,2838.0,3,male,1975,5,3,non-religious,854,3,employed,43
1867,31215,Jeju,3224.0,4,male,1975,5,1,non-religious,151,2,employed,43
1868,31242,Jeju,5079.0,2,male,1980,8,5,non-religious,320,7,employed,38
1869,31270,Jeju,570.0,1,female,1935,2,2,religious,0,0,no_intention_to_work,83
1870,31312,Jeju,4095.0,2,male,1954,7,1,non-religious,611,1,employed,64
1871,31319,Seoul,2166.0,1,female,1986,7,5,non-religious,281,4,employed,32
1872,31323,Seoul,7238.0,3,male,1982,8,1,non-religious,234,10,employed,36
1873,31337,Jeju,2422.0,3,female,1939,3,2,religious,941,10,employed,79
1874,31351,Jeju,13013.0,3,male,1974,7,1,non-religious,312,7,employed,44
1875,31367,Jeju,625.0,1,female,1934,3,2,non-religious,0,0,no_intention_to_work,84
1876,31394,Jeju,5769.0,4,male,1969,5,1,non-religious,751,10,employed,49
1877,31408,Jeju,10308.0,2,male,1956,7,1,non-religious,246,4,employed,62
1878,31430,Jeju,10018.0,4,male,1963,5,1,non-religious,141,3,employed,55
1879,31444,Jeju,4481.0,4,male,1961,5,1,non-religious,772,1,employed,57
1880,31458,Jeju,9639.0,4,male,1969,7,1,non-religious,411,10,employed,49
1881,31481,Jeju,2049.0,2,male,1939,3,1,religious,0,0,no_intention_to_work,79
1882,31495,Jeju,7863.0,4,male,1972,7,1,non-religious,312,3,employed,46
1883,31509,Jeju,2039.0,2,female,1954,3,2,non-religious,0,0,no_intention_to_work,64
1884,31523,Jeju,1350.0,2,male,1937,4,1,non-religious,0,0,no_intention_to_work,81
1885,31547,Jeju,6199.0,4,male,1981,7,1,non-religious,930,3,employed,37
1886,31561,Jeju,3936.0,2,male,1947,3,1,religious,910,3,employed,71
1887,31575,Jeju,11084.0,4,male,1969,7,1,non-religious,510,10,employed,49
1888,31589,Jeju,8283.0,3,male,1969,5,1,non-religious,312,10,employed,49
1889,31614,Jeju,5499.0,3,male,1966,6,1,religious,313,9,employed,52
1890,31628,Jeju,9995.0,4,male,1965,7,1,non-religious,842,10,employed,53
1891,31642,Jeju,1584.0,1,female,1949,6,2,religious,0,0,no_intention_to_work,69
1892,31662,Jeju,2963.0,2,male,1944,4,1,religious,0,0,no_intention_to_work,74
1893,31676,Jeju,770.0,2,male,1941,5,1,non-religious,0,0,no_intention_to_work,77
1894,31690,Chong-nam,3915.0,3,female,1972,5,3,non-religious,952,1,employed,46
1895,31716,Chong-nam,884.0,1,female,1941,2,2,religious,0,0,no_intention_to_work,77
1896,31739,Chong-nam,937.0,1,female,1962,3,3,religious,0,0,no_intention_to_work,56
1897,31753,Chong-nam,738.0,1,female,1937,5,3,religious,0,0,no_intention_to_work,81
1898,31788,Chong-nam,1028.0,1,female,1931,3,2,non-religious,0,0,no_intention_to_work,87
1899,31802,Chong-nam,1985.0,2,female,1938,3,3,religious,0,0,no_intention_to_work,80
1900,31827,Chong-nam,853.0,1,female,1929,2,2,non-religious,0,0,no_intention_to_work,89
1901,31841,Chong-nam,2335.0,2,female,1975,8,3,religious,0,0,prepare_to_apply_job,43
1902,31855,Seoul,3162.0,3,female,1949,3,1,religious,421,4,employed,69
1903,31869,Chong-nam,567.0,1,female,1947,3,2,religious,0,0,no_intention_to_work,71
1904,31883,Chong-nam,1307.0,2,male,1934,7,1,religious,0,0,no_intention_to_work,84
1905,31916,Chong-nam,2381.0,3,female,1964,5,3,religious,0,0,no_intention_to_work,54
1906,31930,Chong-nam,784.0,1,female,1942,3,3,religious,0,0,no_intention_to_work,76
1907,31965,Chong-nam,6545.0,4,male,1986,5,1,non-religious,930,10,employed,32
1908,31979,Chong-nam,749.0,1,male,1936,3,5,non-religious,0,0,no_intention_to_work,82
1909,31993,Chong-nam,1935.0,2,male,1949,3,1,religious,0,0,no_intention_to_work,69
1910,32007,Chong-nam,5290.0,2,female,1970,5,4,non-religious,313,5,employed,48
1911,32021,Chong-nam,1916.0,1,female,1953,3,2,religious,952,1,employed,65
1912,32038,Chong-nam,1084.0,1,female,1942,2,2,religious,0,0,no_intention_to_work,76
1913,32052,Chong-nam,4155.0,2,female,1959,4,2,religious,421,5,employed,59
1914,32067,Chong-nam,8985.0,2,male,1949,4,1,non-religious,882,1,employed,69
1915,32079,Chong-nam,9678.0,4,male,1977,7,1,non-religious,121,3,employed,41
1916,32100,Chong-nam,2658.0,1,female,1932,4,2,religious,0,0,no_intention_to_work,86
1917,32114,Chong-nam,2236.0,2,male,1950,4,1,religious,611,1,employed,68
1918,32133,Chong-nam,1751.0,2,female,1969,3,2,non-religious,0,0,employed,49
1919,32137,Chong-nam,7304.0,2,male,1987,7,1,religious,222,4,employed,31
1920,32159,Chong-nam,2162.0,3,female,1942,3,2,non-religious,941,2,employed,76
1921,32173,Chong-nam,2141.8,2,female,1937,3,2,religious,999,7,employed,81
1922,32188,Chong-nam,965.0,1,female,1946,3,2,religious,0,0,no_intention_to_work,72
1923,32214,Chong-nam,14914.0,3,male,1967,7,1,non-religious,132,10,employed,51
1924,32239,Chong-nam,9125.0,2,male,1944,8,1,religious,0,0,no_intention_to_work,74
1925,32252,Chong-nam,6546.0,4,male,1973,7,1,non-religious,874,1,employed,45
1926,32266,Chong-nam,66531.0,2,male,1955,7,1,non-religious,442,5,employed,63
1927,32280,Chong-nam,11166.0,3,male,1963,5,1,non-religious,141,1,employed,55
1928,32282,Chong-nam,4976.0,1,male,1993,6,5,non-religious,531,1,employed,25
1929,32296,Chong-nam,9154.0,4,male,1969,8,1,non-religious,252,10,employed,49
1930,32311,Chong-nam,14265.0,5,male,1955,7,1,religious,0,0,no_intention_to_work,63
1931,32338,Chong-nam,3100.0,2,male,1940,5,1,religious,999,4,employed,78
1932,32352,Chong-nam,4504.0,2,male,1948,5,1,religious,942,6,employed,70
